iter	Logloss
0	0.6234500529
1	0.5683333189
2	0.5257092066
3	0.49631762
4	0.4627685332
5	0.4390001645
6	0.4206359007
7	0.3996881147
8	0.3823737837
9	0.3648438113
10	0.3520549416
11	0.3388375981
12	0.3284297306
13	0.3134290671
14	0.3053665549
15	0.2970460851
16	0.2893206811
17	0.2804141615
18	0.2716169359
19	0.2632475017
20	0.2570050805
21	0.2498811955
22	0.2457177995
23	0.2406669708
24	0.2378027545
25	0.233617592
26	0.2272298608
27	0.2250233289
28	0.2222012792
29	0.2196269228
30	0.2165149776
31	0.2148799431
32	0.2138044014
33	0.2102126157
34	0.206929427
35	0.2019593033
36	0.1996917661
37	0.1954800104
38	0.1922474221
39	0.1897293472
40	0.1845590527
41	0.1823435028
42	0.1799852671
43	0.1777492968
44	0.1757042678
45	0.1716701379
46	0.1685911136
47	0.1651385391
48	0.1621699089
49	0.1597323694
50	0.1582843061
51	0.1547936869
52	0.1525294676
53	0.1504410492
54	0.1471837952
55	0.1458008393
56	0.1437092243
57	0.1420068292
58	0.1403734974
59	0.138013057
60	0.1364436593
61	0.1343952909
62	0.1340820829
63	0.133736462
64	0.1313139545
65	0.1293701378
66	0.1265740733
67	0.1249802214
68	0.122351615
69	0.1209706565
70	0.1196628445
71	0.1179845548
72	0.117910784
73	0.1164850071
74	0.1158327028
75	0.1157473678
76	0.1156731438
77	0.1149878723
78	0.1140333538
79	0.112764888
80	0.1105921821
81	0.1092605766
82	0.1085402851
83	0.1052080384
84	0.1042053596
85	0.1041420897
86	0.1040748246
87	0.1040143238
88	0.1039537997
89	0.103862009
90	0.10264852
91	0.1024316331
92	0.101603078
93	0.09928639889
94	0.09922353476
95	0.09725943915
96	0.09627176806
97	0.09407830575
98	0.0924760325
99	0.09239623303
100	0.09234359431
101	0.09227638467
102	0.09081722439
103	0.09076801713
104	0.09039325033
105	0.08919432034
106	0.08854385061
107	0.08751571715
108	0.08641829692
109	0.08637501412
110	0.08545141178
111	0.08477988913
112	0.08473350959
113	0.084668276
114	0.0838088388
115	0.08270777639
116	0.08255189966
117	0.08154843409
118	0.08146090406
119	0.08011318436
120	0.07912921076
121	0.07838321824
122	0.07832207086
123	0.07828202153
124	0.07745474088
125	0.07581702681
126	0.07508134763
127	0.07448802245
128	0.0744523845
129	0.07351274889
130	0.07259329728
131	0.07130340373
132	0.07050279877
133	0.06990782725
134	0.06939293202
135	0.06824624417
136	0.06779899915
137	0.06707893447
138	0.06661055174
139	0.06550362553
140	0.06467973436
141	0.06378644804
142	0.06365714228
143	0.06363261642
144	0.06360225333
145	0.06352819879
146	0.06309474586
147	0.06251975106
148	0.06195535424
149	0.06139834272
150	0.06050703508
151	0.05992229936
152	0.05895748244
153	0.05893215438
154	0.05837938253
155	0.05774081771
156	0.05690983607
157	0.05679785418
158	0.05638599352
159	0.05584724481
160	0.05542089882
161	0.05540069694
162	0.05464773223
163	0.05422480855
164	0.05348024298
165	0.0531759071
166	0.05290168863
167	0.05222330368
168	0.05173532175
169	0.05124496771
170	0.05072376193
171	0.05012187082
172	0.04966878632
173	0.04932413132
174	0.04874732949
175	0.04873259713
176	0.04871861925
177	0.0481471011
178	0.04778414758
179	0.04720682266
180	0.04719347568
181	0.04669973591
182	0.0461750816
183	0.04564778204
184	0.04562530824
185	0.04536167382
186	0.04484067827
187	0.04482405742
188	0.04447287047
189	0.04392516411
190	0.04349655886
191	0.043058685
192	0.042837412
193	0.04267093524
194	0.04215237859
195	0.04213149538
196	0.0418621574
197	0.04146335541
198	0.04145277093
199	0.04144248867
